country_or_area,element_code,element,year,unit,value,value_footnotes,categgory
United States of America,62,Import Value,1992,1000 $,44178.00000,A ,industrial_roundwood
United States of America,62,Import Value,1991,1000 $,26059.00000,A ,industrial_roundwood
United States of America,62,Import Value,1990,1000 $,33657.00000,A ,industrial_roundwood
United States of America,62,Import Value,1989,1000 $,54345.00000,A ,industrial_roundwood
United States of America,62,Import Value,1988,1000 $,44072.00000,A ,industrial_roundwood
United States of America,62,Import Value,1987,1000 $,46142.00000,A ,industrial_roundwood
United States of America,62,Import Value,1986,1000 $,25609.00000,A ,industrial_roundwood
United States of America,62,Import Value,1985,1000 $,37465.00000,A ,industrial_roundwood
United States of America,62,Import Value,1984,1000 $,46829.00000,A ,industrial_roundwood
United States of America,62,Import Value,1983,1000 $,50770.00000,A ,industrial_roundwood
United States of America,62,Import Value,1982,1000 $,45924.00000,A ,industrial_roundwood
United States of America,62,Import Value,1981,1000 $,42415.00000,A ,industrial_roundwood
United States of America,62,Import Value,1980,1000 $,42001.00000,A ,industrial_roundwood
United States of America,62,Import Value,1979,1000 $,48183.00000,A ,industrial_roundwood
United States of America,62,Import Value,1978,1000 $,42679.00000,A ,industrial_roundwood
United States of America,62,Import Value,1977,1000 $,42121.00000,A ,industrial_roundwood
United States of America,62,Import Value,1976,1000 $,28153.00000,A ,industrial_roundwood
United States of America,62,Import Value,1975,1000 $,35448.00000,A ,industrial_roundwood
United States of America,62,Import Value,1974,1000 $,38060.00000,A ,industrial_roundwood
United States of America,62,Import Value,1973,1000 $,20818.00000,A ,industrial_roundwood
United States of America,62,Import Value,1972,1000 $,23960.00000,A ,industrial_roundwood
United States of America,62,Import Value,1971,1000 $,27069.00000,A ,industrial_roundwood
United States of America,62,Import Value,1970,1000 $,35200.00000,A ,industrial_roundwood
United States of America,62,Import Value,1969,1000 $,29496.00000,A ,industrial_roundwood
United States of America,62,Import Value,1968,1000 $,31159.00000,A ,industrial_roundwood
United States of America,62,Import Value,1967,1000 $,29498.00000,A ,industrial_roundwood
United States of America,62,Import Value,1966,1000 $,32385.00000,A ,industrial_roundwood
United States of America,62,Import Value,1965,1000 $,28255.00000,A ,industrial_roundwood
United States of America,62,Import Value,1964,1000 $,28292.00000,A ,industrial_roundwood
United States of America,62,Import Value,1963,1000 $,35013.00000,A ,industrial_roundwood
United States of America,62,Import Value,1962,1000 $,37161.00000,A ,industrial_roundwood
United States of America,62,Import Value,1961,1000 $,38138.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,2007,CUM,9949486.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,2006,CUM,9637701.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,2005,CUM,9815260.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,2004,CUM,10401542.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,2003,CUM,10288479.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,2002,CUM,11067498.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,2001,CUM,11411898.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,2000,CUM,11952000.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1999,CUM,11739000.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1998,CUM,12290000.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1997,CUM,10864000.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1996,CUM,11945000.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1995,CUM,12817000.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1994,CUM,12215000.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1993,CUM,13030000.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1992,CUM,17276000.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1991,CUM,20700384.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1990,CUM,21666105.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1989,CUM,22495200.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1988,CUM,22647096.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1987,CUM,19509396.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1986,CUM,17488800.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1985,CUM,18381308.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1984,CUM,16726900.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1983,CUM,16828100.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1982,CUM,15523200.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1981,CUM,12593800.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1980,CUM,15800900.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1979,CUM,18635208.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1978,CUM,16331700.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1977,CUM,15294300.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1976,CUM,15919700.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1975,CUM,13385300.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1974,CUM,13268400.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1973,CUM,14870200.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1972,CUM,14638100.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1971,CUM,10718700.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1970,CUM,12778700.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1969,CUM,11076800.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1968,CUM,11885400.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1967,CUM,9280800.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1966,CUM,6670200.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1965,CUM,5625300.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1964,CUM,5161300.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1963,CUM,4542700.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1962,CUM,2660100.00000,A ,industrial_roundwood
United States of America,91,Export Quantity,1961,CUM,2636100.00000,A ,industrial_roundwood
United States of America,92,Export Value,2007,1000 $,1677326.00000,A ,industrial_roundwood
United States of America,92,Export Value,2006,1000 $,1465183.00000,A ,industrial_roundwood
United States of America,92,Export Value,2005,1000 $,1454177.00000,A ,industrial_roundwood
United States of America,92,Export Value,2004,1000 $,1456457.00000,A ,industrial_roundwood
United States of America,92,Export Value,2003,1000 $,1236604.00000,A ,industrial_roundwood
United States of America,92,Export Value,2002,1000 $,1223583.00000,A ,industrial_roundwood
United States of America,92,Export Value,2001,1000 $,1256987.00000,A ,industrial_roundwood
United States of America,92,Export Value,2000,1000 $,1444078.00000,A ,industrial_roundwood
United States of America,92,Export Value,1999,1000 $,1350756.00000,A ,industrial_roundwood
United States of America,92,Export Value,1998,1000 $,1340439.00000,A ,industrial_roundwood
United States of America,92,Export Value,1997,1000 $,1675709.00000,A ,industrial_roundwood
United States of America,92,Export Value,1996,1000 $,2138144.00000,A ,industrial_roundwood
United States of America,92,Export Value,1995,1000 $,2299020.00000,A ,industrial_roundwood
United States of America,92,Export Value,1994,1000 $,2290168.00000,A ,industrial_roundwood
United States of America,92,Export Value,1993,1000 $,2489565.00000,A ,industrial_roundwood
United States of America,92,Export Value,1992,1000 $,2254795.00000,A ,industrial_roundwood
United States of America,92,Export Value,1991,1000 $,2203542.00000,A ,industrial_roundwood
United States of America,92,Export Value,1990,1000 $,2491915.00000,A ,industrial_roundwood
United States of America,92,Export Value,1989,1000 $,2447770.00000,A ,industrial_roundwood
United States of America,92,Export Value,1988,1000 $,2292973.00000,A ,industrial_roundwood
United States of America,92,Export Value,1987,1000 $,1686484.00000,A ,industrial_roundwood
United States of America,92,Export Value,1986,1000 $,1268566.00000,A ,industrial_roundwood
United States of America,92,Export Value,1985,1000 $,1293628.00000,A ,industrial_roundwood
United States of America,92,Export Value,1984,1000 $,1212443.00000,A ,industrial_roundwood
United States of America,92,Export Value,1983,1000 $,1199030.00000,A ,industrial_roundwood
United States of America,92,Export Value,1982,1000 $,1291272.00000,A ,industrial_roundwood
United States of America,92,Export Value,1981,1000 $,1138497.00000,A ,industrial_roundwood
United States of America,92,Export Value,1980,1000 $,1624207.00000,A ,industrial_roundwood
United States of America,92,Export Value,1979,1000 $,1793702.00000,A ,industrial_roundwood
United States of America,92,Export Value,1978,1000 $,1219731.00000,A ,industrial_roundwood
United States of America,92,Export Value,1977,1000 $,1001676.00000,A ,industrial_roundwood
United States of America,92,Export Value,1976,1000 $,948086.00000,A ,industrial_roundwood
United States of America,92,Export Value,1975,1000 $,751020.00000,A ,industrial_roundwood
United States of America,92,Export Value,1974,1000 $,745835.00000,A ,industrial_roundwood
United States of America,92,Export Value,1973,1000 $,825070.00000,A ,industrial_roundwood
United States of America,92,Export Value,1972,1000 $,445020.00000,A ,industrial_roundwood
United States of America,92,Export Value,1971,1000 $,301357.00000,A ,industrial_roundwood
United States of America,92,Export Value,1970,1000 $,368358.00000,A ,industrial_roundwood
United States of America,92,Export Value,1969,1000 $,303246.00000,A ,industrial_roundwood
United States of America,92,Export Value,1968,1000 $,287098.00000,A ,industrial_roundwood
United States of America,92,Export Value,1967,1000 $,202383.00000,A ,industrial_roundwood
United States of America,92,Export Value,1966,1000 $,137381.00000,A ,industrial_roundwood
United States of America,92,Export Value,1965,1000 $,124381.00000,A ,industrial_roundwood
United States of America,92,Export Value,1964,1000 $,91929.00000,A ,industrial_roundwood
United States of America,92,Export Value,1963,1000 $,79823.00000,A ,industrial_roundwood
United States of America,92,Export Value,1962,1000 $,61317.00000,A ,industrial_roundwood
United States of America,92,Export Value,1961,1000 $,54277.00000,A ,industrial_roundwood
United States of America,51,Production Quantity,2007,CUM,271656000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,2006,CUM,290374000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,2005,CUM,300639000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,2004,CUM,295547000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,2003,CUM,280508000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,2002,CUM,275367000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,2001,CUM,272471000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,2000,CUM,282340000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1999,CUM,283628000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1998,CUM,275021000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1997,CUM,277607008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1996,CUM,266848000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1995,CUM,271792000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1994,CUM,271737008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1993,CUM,265622992.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1992,CUM,286400000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1991,CUM,273700000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1990,CUM,312200000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1989,CUM,317100000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1988,CUM,319607000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1987,CUM,320607000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1986,CUM,300274016.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1985,CUM,277618008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1984,CUM,277449008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1983,CUM,256779008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1982,CUM,226003008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1981,CUM,238153008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1980,CUM,246525008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1979,CUM,274987000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1978,CUM,269889000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1977,CUM,252756000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1976,CUM,250915000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1975,CUM,227409000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1974,CUM,243693000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1973,CUM,246858000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1972,CUM,243127016.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1971,CUM,251199016.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1970,CUM,242986000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1969,CUM,238030016.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1968,CUM,242278008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1967,CUM,227551000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1966,CUM,228684008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1965,CUM,224294008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1964,CUM,215940008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1963,CUM,202346000.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1962,CUM,203904008.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,1961,CUM,189546016.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,2007,CUM,2093541.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,2006,CUM,2642528.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,2005,CUM,3131332.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,2004,CUM,2118530.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,2003,CUM,2187387.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,2002,CUM,2340919.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,2001,CUM,2098000.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,2000,CUM,2137000.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1999,CUM,1585000.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1998,CUM,665528.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1997,CUM,382000.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1996,CUM,379000.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1995,CUM,591000.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1994,CUM,579000.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1993,CUM,388000.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1992,CUM,210000.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1991,CUM,174462.00000,A ,industrial_roundwood_c
United States of America,61,Import Quantity,1990,CUM,161243.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,2007,1000 $,180720.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,2006,1000 $,255793.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,2005,1000 $,246691.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,2004,1000 $,161875.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,2003,1000 $,151456.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,2002,1000 $,171714.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,2001,1000 $,151875.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,2000,1000 $,173683.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1999,1000 $,113117.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1998,1000 $,73875.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1997,1000 $,40016.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1996,1000 $,40758.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1995,1000 $,60171.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1994,1000 $,65082.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1993,1000 $,40869.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1992,1000 $,36212.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1991,1000 $,18157.00000,A ,industrial_roundwood_c
United States of America,62,Import Value,1990,1000 $,20317.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,2007,CUM,7623730.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,2006,CUM,7429474.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,2005,CUM,7316464.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,2004,CUM,7261033.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,2003,CUM,7620944.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,2002,CUM,7963426.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,2001,CUM,8702102.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,2000,CUM,9358000.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1999,CUM,9718000.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1998,CUM,10321000.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1997,CUM,9413000.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1996,CUM,10797000.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1995,CUM,11604000.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1994,CUM,11020000.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1993,CUM,11956000.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1992,CUM,15844000.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1991,CUM,19077984.00000,A ,industrial_roundwood_c
United States of America,91,Export Quantity,1990,CUM,20062048.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,2007,1000 $,860588.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,2006,1000 $,838795.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,2005,1000 $,861244.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,2004,1000 $,857162.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,2003,1000 $,725321.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,2002,1000 $,739619.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,2001,1000 $,824404.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,2000,1000 $,1027208.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1999,1000 $,1013365.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1998,1000 $,1018981.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1997,1000 $,1368920.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1996,1000 $,1889580.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1995,1000 $,2016862.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1994,1000 $,2007990.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1993,1000 $,2236560.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1992,1000 $,2002527.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1991,1000 $,1953120.00000,A ,industrial_roundwood_c
United States of America,92,Export Value,1990,1000 $,2227714.00000,A ,industrial_roundwood_c
United States of America,51,Production Quantity,2007,CUM,121657000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,2006,CUM,121760000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,2005,CUM,122817000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,2004,CUM,122584000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,2003,CUM,125105000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,2002,CUM,129591000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,2001,CUM,130741000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,2000,CUM,138279000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1999,CUM,139670000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1998,CUM,147013000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1997,CUM,138485000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1996,CUM,139747000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1995,CUM,137156000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1994,CUM,139044000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1993,CUM,135897000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1992,CUM,116700000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1991,CUM,114600000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1990,CUM,115000000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1989,CUM,99800000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1988,CUM,93920000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1987,CUM,93235000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1986,CUM,92002008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1985,CUM,79968008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1984,CUM,83110016.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1983,CUM,79061000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1982,CUM,68971000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1981,CUM,78941000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1980,CUM,80570008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1979,CUM,79720008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1978,CUM,77030000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1977,CUM,67685008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1976,CUM,68960008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1975,CUM,61172008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1974,CUM,76322008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1973,CUM,75350000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1972,CUM,72499016.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1971,CUM,68959000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1970,CUM,69667008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1969,CUM,72074016.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1968,CUM,67543000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1967,CUM,66694000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1966,CUM,70517008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1965,CUM,66694016.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1964,CUM,63436000.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1963,CUM,59048008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1962,CUM,58877008.00000,A ,industrial_roundwood_nc
United States of America,51,Production Quantity,1961,CUM,58792000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,2007,CUM,148191.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,2006,CUM,279000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,2005,CUM,438000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,2004,CUM,318000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,2003,CUM,363977.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,2002,CUM,346380.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,2001,CUM,331946.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,2000,CUM,316000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1999,CUM,270000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1998,CUM,304000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1997,CUM,200000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1996,CUM,145000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1995,CUM,114000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1994,CUM,218000.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1993,CUM,73800.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1992,CUM,30200.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1991,CUM,44405.00000,A ,industrial_roundwood_nc
United States of America,61,Import Quantity,1990,CUM,85105.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,2007,1000 $,31009.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,2006,1000 $,41727.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,2005,1000 $,47833.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,2004,1000 $,43172.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,2003,1000 $,42800.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,2002,1000 $,42482.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,2001,1000 $,42552.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,2000,1000 $,44919.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1999,1000 $,35652.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1998,1000 $,33708.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1997,1000 $,31140.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1996,1000 $,28298.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1995,1000 $,24956.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1994,1000 $,18095.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1993,1000 $,10722.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1992,1000 $,7966.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1991,1000 $,7902.00000,A ,industrial_roundwood_nc
United States of America,62,Import Value,1990,1000 $,13340.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,2007,CUM,2325756.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,2006,CUM,2208227.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,2005,CUM,2498796.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,2004,CUM,3140509.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,2003,CUM,2667535.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,2002,CUM,3104072.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,2001,CUM,2709796.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,2000,CUM,2594000.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,1999,CUM,2021000.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,1998,CUM,1969000.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,1997,CUM,1451000.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,1996,CUM,1148000.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,1995,CUM,1213000.00000,A ,industrial_roundwood_nc
United States of America,91,Export Quantity,1994,CUM,1195000.00000,A ,industrial_roundwood_nc
