country_or_area,element_code,element,year,unit,value,value_footnotes,categgory
United States of America,62,Import Value,1982,1000 $,48428.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1981,1000 $,65266.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1980,1000 $,53437.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1979,1000 $,49689.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1978,1000 $,53460.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1977,1000 $,65907.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1976,1000 $,77682.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1975,1000 $,58404.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1974,1000 $,83033.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1973,1000 $,56817.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1972,1000 $,37991.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1971,1000 $,34935.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1970,1000 $,35563.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1969,1000 $,35491.00000,,unbleached_sulphate_pulp
United States of America,62,Import Value,1968,1000 $,31091.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,2007,tonnes,240202.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,2006,tonnes,206754.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,2005,tonnes,177000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,2004,tonnes,105000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,2003,tonnes,51060.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,2002,tonnes,104721.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,2001,tonnes,171570.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,2000,tonnes,143000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1999,tonnes,156000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1998,tonnes,92000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1997,tonnes,184000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1996,tonnes,190000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1995,tonnes,324000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1994,tonnes,151000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1993,tonnes,129488.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1992,tonnes,148812.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1991,tonnes,165500.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1990,tonnes,172200.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1989,tonnes,166600.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1988,tonnes,157900.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1987,tonnes,140600.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1986,tonnes,130800.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1985,tonnes,86400.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1984,tonnes,82400.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1983,tonnes,87000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1982,tonnes,89900.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1981,tonnes,91800.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1980,tonnes,102500.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1979,tonnes,94400.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1978,tonnes,68500.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1977,tonnes,104000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1976,tonnes,103000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1975,tonnes,90000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1974,tonnes,142000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1973,tonnes,65000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1972,tonnes,70100.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1971,tonnes,136500.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1970,tonnes,229900.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1969,tonnes,115000.00000,,unbleached_sulphate_pulp
United States of America,91,Export Quantity,1968,tonnes,134500.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,2007,1000 $,98756.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,2006,1000 $,78079.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,2005,1000 $,63151.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,2004,1000 $,37382.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,2003,1000 $,17605.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,2002,1000 $,32231.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,2001,1000 $,48746.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,2000,1000 $,43615.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1999,1000 $,49804.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1998,1000 $,27688.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1997,1000 $,58149.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1996,1000 $,59660.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1995,1000 $,111679.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1994,1000 $,52985.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1993,1000 $,38080.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1992,1000 $,53177.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1991,1000 $,61307.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1990,1000 $,67414.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1989,1000 $,64947.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1988,1000 $,81959.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1987,1000 $,58976.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1986,1000 $,39775.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1985,1000 $,23557.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1984,1000 $,28116.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1983,1000 $,23231.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1982,1000 $,29625.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1981,1000 $,35085.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1980,1000 $,40035.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1979,1000 $,30212.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1978,1000 $,15010.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1977,1000 $,21571.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1976,1000 $,21432.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1975,1000 $,23797.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1974,1000 $,39526.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1973,1000 $,10175.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1972,1000 $,7952.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1971,1000 $,16729.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1970,1000 $,29218.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1969,1000 $,11845.00000,,unbleached_sulphate_pulp
United States of America,92,Export Value,1968,1000 $,12813.00000,,unbleached_sulphate_pulp
United States of America,51,Production Quantity,2007,tonnes,142671.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,2006,tonnes,146788.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,2005,tonnes,148575.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,2004,tonnes,148380.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,2003,tonnes,145038.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,2002,tonnes,145090.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,2001,tonnes,144706.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,2000,tonnes,155128.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1999,tonnes,300000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1998,tonnes,294000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1997,tonnes,302000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1996,tonnes,141000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1995,tonnes,144000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1994,tonnes,157000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1993,tonnes,163000.00000,F ,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1992,tonnes,155000.00000,F ,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1991,tonnes,154000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1990,tonnes,152000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1989,tonnes,173000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1988,tonnes,177000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1987,tonnes,155000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1986,tonnes,159000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1985,tonnes,289000.00000,F ,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1984,tonnes,297000.00000,F ,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1983,tonnes,281000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1982,tonnes,313000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1981,tonnes,354000.00000,F ,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1980,tonnes,349000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1979,tonnes,355000.00000,F ,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1978,tonnes,298000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1977,tonnes,367000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1976,tonnes,395000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1975,tonnes,324000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1974,tonnes,367000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1973,tonnes,339000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1972,tonnes,313000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1971,tonnes,321000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1970,tonnes,375000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1969,tonnes,355000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1968,tonnes,352000.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1967,tonnes,367400.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1966,tonnes,415500.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1965,tonnes,424600.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1964,tonnes,437300.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1963,tonnes,462700.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1962,tonnes,461800.00000,,unbleached_sulphite_pulp
United States of America,51,Production Quantity,1961,tonnes,514400.00000,,unbleached_sulphite_pulp
United States of America,61,Import Quantity,2007,tonnes,227.00000,,unbleached_sulphite_pulp
